lfdn;country;copcvdis;ctpcvdis17
2933;2;-66;-66
2937;2;-66;I think we still have our freedom and a standard of living with many benefits in the United States.
2939;2;-66;You do not have the right to engage in acts of civil disobedience just because you disagree with government actions.
2940;2;Im not sure, sorry.;-66
2941;2;Civil Rights movement, Gay rights, Abortion rights, ;-66
2942;2;-66;Citizens should have the right to engage in acts of civil disobedience when they oppose government actions because sometimes the governement make stupid actions and they need to hear from the citizens. Sometimes they will change their minds for the better. 
2943;2;-66;....
2944;2;not really sure;-66
2945;2;-66;they should be able to show that they do not approve in a peaceful manner
2946;2;Riots, destruction ;-66
2947;2;-66;It gives a voice to those not happy with the status quo. In the US, having the freedom to openly challenge and question the government, which after all, is supposed to represent the people, is a cherished right.  'Speak your mind, even if your voice shakes'. 
2948;2;I dont participate in riots or governement coups.  Citizens can act peacefully against the governemnt without citizen participation;-66
2949;2;-66;Citizens should not engage in acts of civil disobedience at anytime.
2950;2;-66;How else do you send a message to the government when voting doesnt work
2952;2;-66;-66
2954;2;na;-66
2955;2;I think they should have their say, but keep it non-violent;-66
2956;2;not rioting or causing violence to gain attention. listening to the law enforcement and following the laws placed by the ruling government to maintain safety and order;-66
2957;2;-66;Citizens must be able to disagree. Disagreement leads to discussion.  Discussion leads to a consnesus opinion.  There are times however, when there is not time for a discussion before a decision needs to be made.
2959;2;-66;Protest rallies, sit ins, picketing, even heckling or trying to argue with a speaker are acceptable and I think are often required of us. Rioting, assasination, kidnapping and such are not
2960;2;potests;-66
2962;2;Protesting is fine. Violent protest is worthless.;-66
2967;2;-66;Government has to be reminded who they work for
2969;2;-66;becouse goverment is acting in what they believe is best for people so disobedience is not the way to opose it
2971;2;protests;-66
2972;2;    I don't like the idea of people rebelling against the government. I think that the right to vote on issues and the president's veto power should settle matters.;-66
2974;2;-66;"government sucks
"
2977;2;protests and internal conflicts which may seem to be unlawful, but may also lead to civil war or reform;-66
2978;2;-66;Governments need to know about opposition and the feeling of citizens
2979;2;-66;There should be some element of trust in the elected people
2981;2;I would guess that civil disobedience would be public demonstrations and public rallies against certain government actions.;-66
2985;2;-66;Citizens should have the right to protest something that they think is unjust or wrong.
2986;2;-66;It is important that citizens are able to freely show there opposition to government decisions without the fear of retaliation
2987;2;Protesting, writing letters, not taking part;-66
2989;2;-66;It is may be fine to voice one's opinion and protest but there should not be any violence involved.
2993;2;I don't believe that people should have any right to civil disobedience or to have a say in politics because people as a whole are ignorant, and wouldn't make proper decisions based on facts at hand and what would benefit us as a community, but based on what they currently want individually.;-66
2995;2;Nonviolent resistance - a march - a champaign - a protest;-66
2996;2;-66;-66
2997;2;-66;It depends on the act of civil disobedience.  A rally or protest walk is fine, but if any civil disobedience breaks the law or threatens the safety of any individual or of property, it should be against the law.
2998;2;-66;ITS NOT. I CHOSE THE WRONG ANSWER
3000;2;-66;IF they are not allowed to oppose government actions then it is essentially an authoritative government-not a democracy
3001;2;not sure;-66
3003;2;Protest;-66
3004;2;-66;I answered 4 because I don't really have an opinion one way or another.
3005;2;-66;"Sometimes ""Civil Disobedience"" can turn violent and thats not what we should do as a society, we should do things peacefully"
3007;2;breaking the law;-66
3011;2;The right to free speech and to protest things they don't agree with;-66
3013;2;we have the right to peacefully assemble --- the right of free speech --- I don't approve of violence;-66
3017;2;-66;"The right to protest is protected under the constititution; provided that the protest is not motivated by 'hate' factors"
3019;2;-66;IT CAUSES DISTURBANCES TO THE PUBLIC WHEN PEOPLE DO THESE TYPES OF THINGS
3020;2;-66;-99
3021;2;no killing;-66
3022;2;this is a dumb question;-66
3023;2;PICKETING, PETITIONS, INFORMATIONAL MARCHES;-66
3024;2;-66;-66
3025;2;-66;NA
3026;2;-66;acting out is only going to cause more problems
3027;2;"There should never be a situation where ""civil disobedience"" is needed if we have a government that is By the People, For the People.  In this instance, the needs and will of the people woud be met.";-66
3029;2;civil disobedience could be a sit-in, a picketing, when I was in college I withheld federal tax on phone bill as an act of civil disobedience;-66
3034;2;-66;n/a
3036;2;erte;-66
3043;2;-66;-66
3048;2;-66;i honestly dont know what you are asking hence when i answered one of your first questions asking if i liked politics i said not at all
3049;2;-66;I was really unsure about the question...
3050;2;-66;If civil disobedience were not at all important then the USA founding fathers wouldn't have put it in constitution. The mere allowance of some civil disobedience when opposing government actions makes it so that citizens can express opposition peacefully instead of internalizing their emotion and engaging in uncivil disobedience.
3052;2;being able to speak your mind without violence;-66
3055;2;Breaking the laws, or causing riots, mad, and angry;-66
3060;2;-66;-66
3066;2;-66;i think it is important to disagree, but not be disobedient 
3070;2;I think of protesting ;-66
3076;2;-66;because i do think it is important to sometimes break the rules to get new ones.
3079;2;-66;depends on the situation
3080;2;-99;-66
3081;2;-66;It is not important they do that. They can oppose things the government does, but not cause a scene or do actions that causes disobedience
3090;2;people's freedom;-66
3094;2;"Protests, picketing, petition, rebel. If a government is not doing ""right"" for it's citizens, then the citizens should be able to voice their protest without fear of repercussion or punishment. ";-66
3095;2;-66;I do not think that it is that important. Just because you oppose a government action does not mean that you should break the law.
3096;2;-99;-66
3097;2;i don't know;-66
3117;2;-66;Because they do what they want to 
3124;2;"When I think of ""civil disobedience"" I think of riots and protests where things get out of hand. Not peaceful, and respectful situations.";-66
3143;2;-66;What do we mean by civil disobediance?  Should we have the right to a peaceful protest absolutly.  Should we be able to call our elected leaders who are supposed to represent our views mean and hateful names absolutly if they deserve it.  Should we have the right to riot in the streets and destroy other peoples proerty absolutly not.
3170;2;Protest, boycott and other non-violent means of repeal.;-66
3185;2;Non violent/non illegal forms of protest.  (Sit-ins, demonstrations, etc.)  A population should never just sit there and take it when they feel things are not right.;-66
3233;2;If the government does not act or care for their people, then it is the people's right to react. ;-66
3239;2;-66;so the government knows how much they suck
3242;2;-66;It is good for people to have the option of engaging in civil disobedience but I don't want to live in a place where civil disruption is common place.
3245;2;-66;citizens should be able to convey their opinions, within reason and the existing laws
3355;2;-66;This is what our entire country was built on. If you are displeased with your government you must let them know. peacefully
3364;2;-66;Sometimes the government needs to know how the decisions they are making are affecting citizens and civil disobedience may be the only way for them to notice
3370;2;-66;too much government can be bad
3374;2;-66;n/a
3379;2;nonviolent demonstrations;-66
3385;2;-66;I feel that people have a right to protest even to such an extreme as civil disobedience and I chose that as number 4 which is about neither important nor unimportant. Sometimes violence is necessary in order for true change to come about and it that means civil disobedience then citizens will do whatever is necessary for their voice to be heard.
3392;2;Jail time and consequences of law;-66
3395;2;-66;If the government is doing something unjust, immoral or even plain illegal then the citizens have the right to stop it.   I dislike violence and do not wish to promote it but sometimes the government needs to be put into it's place that it's job is to serve us and not the other way around.  We as people put others into power to better benefit us.  Not for people to take power to do what they wish with it.
3397;2;punishment;-66
3398;2;-66;I am in the middle on this
3405;2;-66;I dont think they should do anything violent
3417;2;-66;as long as it is nonvoilent all citizens should be able to express their opinions. That is why we have a constitution
3430;2;against the law;-66
3436;2;-66;"Civil disobedience can be a useful tool in demonstrating how people feel about situations, but it is not always essential. Additionally, civil disobedience is more effective, if it is not allowed, therefore by saying that they ""may"" engage in it, it suggests that the government cares little about what is going on."
3445;2;It gets there point across.;-66
3451;2;rallying and miltiatry funerals;-66
3452;2;Stop working, stop consuming, stop everything and quietly protest until the issue is resolved.;-66
3465;2;Rally's;-66
3468;2;Sit-ins, non-violent protests.;-66
3477;2;-66;citizens should be allowed to make their opinions known and be allowed to protest
3480;2;Riots, ;-66
3492;2;Standing up for what you believe is right no matter what it may take that's what this country was founded on ;-66
3499;2;i don't like it;-66
3502;2;Non Violent protest;-66
3523;2;-66;it depends on what they do
3531;2;-66;-66
3536;2;freedom to stand up for what you believe is right in a non violent manner;-66
3541;2;-66;-66
3573;2;Civil disobedience should be peaceful  not destructive protests.;-66
3585;2;strikes, protests;-66
3587;2;-66;-66
3588;2;act out;-66
3591;2;demonstrations or letter writing campaigns.;-66
3613;2;Ilegel gatherings;-66
3620;2;Civil disobedience, to me, means taking an active role in disrupting societally established standards, such as shutting down public transportation or causing other disruptions that directly affect persons, usually a majority, who disagree with their positions.;-66
3651;2;-66;civil disobedience to a degree, don't interfere with other's actions and don't engage in hurting others
3664;2;-66;within reason people should be allowed to express their opions as long an know one gets hurt
3721;2;Dont know ;-66
3736;2;-66;our freedoms are slowly being taken away from us.  our representatives do not listen to the people who put them in office.  and if we do not agree with what they have forced upon us, then we should be able to show our disdain
3753;2;Acts of violence;-66
3798;2;-66;"Peaceful demonstration is an important part of the democratic process. Sometimes it is the only way for the congress and government to ""hear"" the people."
3817;2;"Civil disobedience, as I understand it, is the right to peacfully protest governmental actions that one does not agree with. Doing it in a manner that does not endanger self or others. Peaceful marches and ""sit-ins"" from the sixties are examples of civil disobedience.";-66
3902;2;Because that's freedom of speech.;-66
3925;2;-66;our country was founded on free speech. I don't feel that civil disobedience falls into that catagory. Riots cause more problems than they solve.
